fir_id,fir_number,district_id,police_station,date_filed,date_of_incident,crime_type,legal_code,sections_cited,status,narrative_text,modus_operandi,event_context,investigation_stage,created_at,updated_at,created_by,updated_by
FIR-000040,01/2022/000040,42963000000035012,Bagalkot Police Station 4,2022-08-09,2022-08-04 00:00:00,Theft,IPC,379,CLOSED,"On 2022-08-09, at approximately 23:15 hours, at Bagalkot Bus Stand in Bagalkot district, Shaurya Soman reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The accused, identified as Sujathamma Setty, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Formal registration of this case took place on 2022-08-09 at Bagalkot Police Station 4.",the accused allegedly took the property without the owner's consent,GANESHA_CHATURTHI,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000041,01/2022/000041,42963000000035012,Bagalkot Police Station 2,2022-09-22,2022-09-18 00:00:00,Theft,IPC,379,CHARGESHEETED,"On 2022-09-22, at approximately 03:15 hours, at Gandhi Bazaar, Bagalkot in Bagalkot district, Gangamma Setty reported that the item was found missing after the accused was seen nearby, causing loss and distress to the complainant. The complainant was unable to identify the accused; identification efforts are continuing. Further details of the incident are being verified during investigation. A witness present at the scene has been recorded. FIR registered on 2022-09-22 at Bagalkot Police Station 2.",the item was found missing after the accused was seen nearby,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000042,01/2022/000042,42963000000035012,Bagalkot Police Station 1,2022-09-04,2022-09-01 00:00:00,Domestic violence / 498A,IPC,304B,CHARGESHEETED,"On 2022-09-04, at approximately 23:45 hours, at Ring Road, Bagalkot in Bagalkot district, Meghana Kant reported that the complainant reported repeated cruelty over dowry demands, causing loss and distress to the complainant. The accused, identified as Girijamma Bhat, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. Statements from persons nearby at the time are being recorded. Case registered on 2022-09-04 at Bagalkot Police Station 1.",the complainant alleged mistreatment by the accused's relatives,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000043,01/2022/000043,42963000000035012,Bagalkot Police Station 2,2022-10-15,2022-10-15 00:00:00,Vehicle theft / snatching,IPC,"379,411",CLOSED,"On 2022-10-15, at approximately 23:00 hours, at Near Bagalkot Government School in Bagalkot district, Shanthakumari Urs reported that the accused reportedly snatched the item and fled on a two-wheeler, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. The case is being investigated further to establish the complete sequence of events. FIR registered on 2022-10-15 at Bagalkot Police Station 2.",the vehicle was allegedly driven away by the accused,NONE,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000044,01/2022/000044,42963000000035012,Bagalkot Police Station 3,2022-10-03,2022-09-30 00:00:00,Vehicle theft / snatching,IPC,"379,356",CLOSED,"On 2022-10-03, at approximately 02:00 hours, at Main Market Road, Bagalkot in Bagalkot district, Raghavendra Poojary reported that the vehicle was allegedly driven away by the accused, causing loss and distress to the complainant. The accused, identified as Isha Bali, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. A witness present at the scene has been recorded. FIR registered on 2022-10-03 at Bagalkot Police Station 3.",the vehicle was allegedly driven away by the accused,NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000045,01/2022/000045,42963000000035012,Bagalkot Police Station 2,2022-11-20,2022-11-20 00:00:00,Robbery / dacoity,IPC,384,OPEN,"On 2022-11-20, at approximately 03:00 hours, at Bagalkot Extension in Bagalkot district, Kariyappa Urs reported that the accused reportedly threatened the complainant with a weapon during the robbery, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. The matter is being examined further as part of the ongoing investigation. This FIR was registered on 2022-11-20 at Bagalkot Police Station 2.",the accused reportedly threatened the complainant with a weapon during the robbery,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000046,01/2022/000046,42963000000035012,Bagalkot Police Station 4,2022-11-15,2022-11-14 00:00:00,Fraud / cheating,IPC,"468,471",UNDER_INVESTIGATION,"On 2022-11-15, at approximately 04:00 hours, at Bagalkot Bus Stand in Bagalkot district, Gopalakrishna Hegde reported that the accused allegedly induced the complainant to part with money under false pretenses, causing loss and distress to the complainant. The accused, identified as Jairaj Kashyap, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Additional facts surrounding the incident are being ascertained by investigating officers. This FIR was registered on 2022-11-15 at Bagalkot Police Station 4.",the accused allegedly induced the complainant to part with money under false pretenses,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000047,01/2022/000047,42963000000035012,Bagalkot Police Station 2,2022-12-25,2022-12-22 00:00:00,Theft,IPC,"379,380",UNDER_INVESTIGATION,"On 2022-12-25, at approximately 22:45 hours, at ATM near Bagalkot Circle in Bagalkot district, Xiti Bath reported that the item was found missing after the accused was seen nearby, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. The matter is being examined further as part of the ongoing investigation. The complaint was formally registered on 2022-12-25 at Bagalkot Police Station 2.",the item was found missing after the accused was seen nearby,HARVEST_SEASON,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000048,01/2022/000048,42963000000035012,Bagalkot Police Station 2,2022-12-09,2022-12-06 00:00:00,Theft,IPC,379,OPEN,"On 2022-12-09, at approximately 20:15 hours, at Bagalkot College Road in Bagalkot district, Jagadish Devadiga reported that the accused reportedly slipped away with the belongings unnoticed, causing loss and distress to the complainant. The accused, identified as Ishita Amble, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. FIR registered on 2022-12-09 at Bagalkot Police Station 2.",the item was found missing after the accused was seen nearby,HARVEST_SEASON,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000049,01/2023/000049,42963000000035012,Bagalkot Police Station 3,2023-01-07,2023-01-04 00:00:00,Vehicle theft / snatching,IPC,"379,411",CLOSED,"On 2023-01-07, at approximately 20:45 hours, at Farmland near Bagalkot in Bagalkot district, Matthew Bath reported that the vehicle was reported missing from where it was parked, causing loss and distress to the complainant. The complainant was unable to identify the accused; identification efforts are continuing. Relevant facts of the case continue to be verified as the investigation proceeds. Statements from persons nearby at the time are being recorded. The complaint was formally registered on 2023-01-07 at Bagalkot Police Station 3.",the accused reportedly snatched the item and fled on a two-wheeler,NEW_YEAR,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000050,01/2023/000050,42963000000035012,Bagalkot Police Station 4,2023-01-25,2023-01-20 00:00:00,Theft,IPC,379,CHARGESHEETED,"On 2023-01-25, at approximately 17:30 hours, at ATM near Bagalkot Circle in Bagalkot district, Girish Bava reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The accused, identified as Wriddhish Kohli, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. Case registered on 2023-01-25 at Bagalkot Police Station 4.",the accused allegedly took the property without the owner's consent,NEW_YEAR,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000051,01/2023/000051,42963000000035012,Bagalkot Police Station 5,2023-02-03,2023-01-29 00:00:00,Domestic violence / 498A,IPC,498A,CHARGESHEETED,"On 2023-02-03, at approximately 01:15 hours, at ATM Vicinity, Bagalkot Main Road in Bagalkot district, Kashvi Kara reported that the complainant reported repeated cruelty over dowry demands, causing loss and distress to the complainant. The accused, identified as Vidhi Chad, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Additional facts surrounding the incident are being ascertained by investigating officers. Statements from persons nearby at the time are being recorded. FIR registered on 2023-02-03 at Bagalkot Police Station 5.",the complainant alleged mistreatment by the accused's relatives,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000052,01/2023/000052,42963000000035012,Bagalkot Police Station 3,2023-02-14,2023-02-09 00:00:00,Robbery / dacoity,IPC,"395,396",CLOSED,"On 2023-02-14, at approximately 06:15 hours, at ATM near Bagalkot Circle in Bagalkot district, Aarnav Bhardwaj reported that a group reportedly surrounded the complainant and took valuables by force, causing loss and distress to the complainant. The complainant was unable to identify the accused; identification efforts are continuing. The case is being investigated further to establish the complete sequence of events. FIR registered on 2023-02-14 at Bagalkot Police Station 3.",a group reportedly surrounded the complainant and took valuables by force,NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000053,01/2023/000053,42963000000035012,Bagalkot Police Station 1,2023-03-22,2023-03-20 00:00:00,Fraud / cheating,IPC,420,CLOSED,"On 2023-03-22, at approximately 19:00 hours, at Bagalkot Market Area in Bagalkot district, Qarin Om reported that the accused allegedly induced the complainant to part with money under false pretenses, causing loss and distress to the complainant. The accused is presently unidentified; efforts are underway to establish identity. Investigation into the circumstances of the case is currently in progress. FIR registered on 2023-03-22 at Bagalkot Police Station 1.",the accused reportedly misrepresented facts to obtain property,NONE,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000054,01/2023/000054,42963000000035012,Bagalkot Police Station 3,2023-03-09,2023-03-04 00:00:00,Theft,IPC,379,CLOSED,"On 2023-03-09, at approximately 16:30 hours, at KSRTC Bus Stand, Bagalkot in Bagalkot district, Hardik Puri reported that the item was found missing after the accused was seen nearby, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. The case is being investigated further to establish the complete sequence of events. A witness present at the scene has been recorded. FIR registered on 2023-03-09 at Bagalkot Police Station 3.",the item was found missing after the accused was seen nearby,NONE,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-000055,01/2023/000055,42963000000035012,Bagalkot Police Station 1,2023-04-19,2023-04-15 00:00:00,Vehicle theft / snatching,IPC,"379,411",OPEN,"On 2023-04-19, at approximately 18:45 hours, at Bagalkot Bus Stand in Bagalkot district, Gangamma Gowda reported that the accused reportedly snatched the item and fled on a two-wheeler, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. Further details of the incident are being verified during investigation. A witness present at the scene has been recorded. This FIR was registered on 2023-04-19 at Bagalkot Police Station 1.",the vehicle was reported missing from where it was parked,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
